dream_id,dream_keyword,left
120,ซฎา,ฝันเห็นซฎาสมหศิรษะกษัตริย์ หรือซฎพวกละคร หรือหมวกมีเหลมคล้ายซฎา ทายว่า จะได้ดีมีโชคทางหน้าที่ การงาน
322,แก้ว,ฝันเห็นแก้วใสแจ่มใสในบ้าน ทายว่าจะได้รับความเสื่อมเสียทางชื่อเสียง หรือจะมีเรื่องเศร้าใจในครอบครัว
442,ไม้กางเขน,ฝันเห็นไม้กางเขนสำหรับศาสนาคริสต์ หรือไม้กางเขนที่ปักบนหลุมฝังศพ ทายว่า จะได้จากหรือได้เสียโอกาสการค
259,ธนู,ฝันว่าได้ยิงธนูหรือได้จับคันธนูน้าว ทายว่า การที่คิดไว้จะสมหวัง หรืองานที่อุปสรรคจะผ่านพ้นไปได้ดี จะ
274,นุ่งผ้า,ฝันว่าได้นุ่งห่มอาภรณ์ หรือเครื่องตบแต่งเป็นสีขาวล้วน ทายว่า จะมีความสุขอุดมเจริญ ปราศจากโรคภัย
323,ในสนาม,หนึ่งชายได้ผันว่าใส่ในสนามทาเป็นแคน ๆ หรือ ในสนามช้างอยู่ภายในบ้านแตนแอง คายว่า จะใส้ยามารื่น พรื้อ 
324,บิดามารดา,ฝันเห็นพระสงฆ์หรือบิดามารดาที่เสียชีวิตแล้ว ทายว่า จะได้โชคดี หรือได้รับหน้าที่การงานดีขึ้น
325,บาดเจ็บ,ฝันว่า ตนได้รับบาดเจ็บ หรือถูกสัตว์กัดจากแมลงต่าง ๆ แต่ไม่มีอันตรายร้ายแรง ทายว่าจะหมดเคราะห์ และจะม
330,ร่มสีเหลือง,ฝันเห็นร่มสีเหลืองสำหรับใช้กันแดดในการเดิน หรือร่มที่พระถือ ทายว่าจะได้ลาภใหญ่ทางต่างๆ หรือได้เลื่อน
328,บางสะรวง,ฝันว่าได้บังสะรวงเพชรยดา หรือขมานุม คราสมความพิเศษด้วย ๆ หายไร ที่ปวยจะหาย ที่เป็นความกังขา กำเป็นกา
329,บั้งไฟ,ฝันเห็นบั้งไฟ หรือดอกไฟที่จุดในงานต่าง ๆ ทายว่า จะเป็นฝันดีแตกต่างจากฝันว่าไฟไหม้ และในฝันว่าบั้งไฟเ
331,เกี๊ยว,ฝันเห็นเปี๊ยว หรือเงินทองที่คนในสมัยโบราณใช้เป็นสื่อในการซื้อขาย หรือเปี๊ยวที่หายไป จะได้รับโชคลาภหร
333,ปลาตาย,ฝันว่าปลาตายภายในบ้าน หรือฝันเห็นฝูงปลาตายจำนวนมาก ทำนายว่าจะได้รับเลื่อนตำแหน่งในงานหรือการงาน การเ
334,กิ้น,หญิงชายใดฝันเห็นปิ้น หรือได้ยินปั้นเป็นที่พอชาสิเธอ พบว่า หญิงจะได้พบเนื่อง ชายจะได้วางสาคาดี ชิน
327,กบ,ได้ยินเสียงกบ หรือเห็นฝูงกบจำนวนมาก หรือได้จับกบ ทำนายว่า จะได้โชคลาภทางการค้าขาย นายหน้าหรือการเสี่
342,ไข่ไก่,หญิงชายใดฝันว่า กินไข่ไก่ หรือเห็นไข่ไก่ดิบ ทำนายว่าจะได้ซื้อขายรับกำไรหรือได้รับเงินทอง หรือข้าวของ
266,นกนางนวล,ผู้ชายที่ฝันถึงนกนางนวล ทายว่า จะได้ภริยาที่ดีมีคุณสมบัติ ถ้าเป็นชายมีครอบครัวแล้ว จะได้บุตรหญิงน่าร
326,บุคคล,ฝันเห็นบุคคลใดบุคคลหนึ่ง จะเป็นผู้ที่เราเคยรู้จัก ฝันนี้จะดีหรือร้ายต้องขึ้นอยู่กับลักษณะ และบุคคลนั
335,ปูนขาว,หญิงชายใดฝันว่าได้ทาปูนขาวขึ้นที่สูง ทำนายว่า จะหมดเศร้าโศก ที่เจ็บจะหาย จะอยู่เย็นเป็นสุข งานที่ติด
336,ปล่องไฟ,หญิงชายใด ฝันเห็นปล่องไฟมีควันพุ่งขึ้น ทำนายว่า จะได้รับข่าวจากญาติมิตรที่อยู่ห่างไกล หรือมิตรสหาย จ
337,ปลูก,หญิงชายใด ฝันว่าได้ปลูกป่าน หรือปลูกต้นไผ่ ทำนายว่า การที่คิดไว้หรือทำไว้จะได้รับผลสำเร็จเป็นที่น่าพ
338,เปา,หญิงชายใดฝันว่าได้นำเปาอยู่ หรือกินเปาหรือใส่เปาลงในปาก ทำนายว่าจะต้องได้รับผลประโยชน์จากคนอื่น คนใน
347,ประโคม,ฝันเห็นการประโคมด้วยดนตรีเพื่อเฉลิมฉลองในงานมงคล ทำนายว่า จะต้องเสียใจในครอบครัว
340,ปล่อยนก,หญิงชายใดฝันว่าได้ปล่อยนก ปล่อยมด หรือปล่อยสัตว์เลี้ยงในบ้านออกไป ทำนายว่าจะหมดทุกข์โศก จะได้รับโชคล
339,เปื่อย,หญิงชายใดฝันว่า เสื้อผ้าที่สวมใส่เปื่อยเน่าหรือขาดรุ่งริ่ง หรือสิ่งของเปื่อยเน่า ทำนายว่าจะได้กู้คืน
344,พระพุทธรูป,ฝันเห็นพระพุทธรูป หรือพระพุทธเจ้า เป็นเคราะห์ดี ทำนายว่า กำลังเคราะห์ที่จะหายากจะผ่านไป จะได้รับสิ่ง
598,หญ้า,ฝันว่าได้นั่งบนหญ้าเช่นเนื่อง หรือมองลามหญ้า จะได้รับโชค หรือมีสามีที่มีเศร้าเศร้า
275,นั่งเรือ,ฝันว่าได้นั่งเรือแล่นไปตามลำคลองหรือแม่น้ำ ทายว่า การใด ๆ ที่คิดไว้จะเป็นผลสำเร็จ หรือชะตากำลังจะมีล
286,"น้อยหน่า, น้อยใหม่",ฝันว่าได้กินผลไม้น้อยหน่า หรือน้อยใหม่ (ฝันมักจะได้แก่สตรี) ทายว่า ถ้ากำลังตั้งครรภ์จะได้บุตรอ้วนท้ว
292,น้ำผึ้ง,ฝันว่าได้ดื่มน้ำผึ้ง ทายว่า จะได้รับผลสำเร็จในกิจการที่กำลังดำเนินอยู่นั้นว่าได้ดีสมและได้กินทั้งรัง
349,ประตู,ฝันเห็นประตู หรือเดินผ่านประตูเปิดแล้ว หมายว่า จะได้รับโชคลาภในหน้าที่การงานและการเงิน แต่การเสียประ
350,เครื่องประดับ,ฝันเห็นเครื่องประดับ หรือของมีค่า หรือได้สวมใส่เครื่องประดับ หมายว่า จะได้เลื่อนตำแหน่งในการงาน โดยไ
352,ป่องประกาศ,ฝันเห็นป่องหรือการประกาศหรือกองทัพแห่แคว้นต่างๆ หมายว่า งานที่กำลังดำเนินอยู่จะมีอุปสรรค์ หรือถึงแม้
351,เทียน,ฝันเห็นจุดเทียน หรือเทียนไหว้พระ หมายว่า จะได้เลื่อนตำแหน่งในราชการหรือในที่ทำงาน และจะได้รับโชคลาภจ
355,กิ้ง,หญิงชายใด ฝันว่า ถูกกิ้งรุมกัด จะรู้สึกเดือดร้อนใจภายใน หรือตกใจผวาใจ
358,กระต่าย,หญิงชายใดฝันเห็นกระต่าย ทำนายถึงอนาคตที่ดี หรือได้รับเงินทองบางส่วน
359,เกยาก,ฝันว่าตกลงในน้ำงานเผาศพ หรือบ่นต้องพูด หรือได้ดินโคลนกลองของ หายป่วย จะประสบโชคลาภทางการงาน และจะการ
360,ฝูงกบ,ฝันเห็นฝูงกบเต้นรำบนดิน หรือเสียงกบร้องดังใสต่างๆ มากมายในฝัน ทำนายว่า จะมีความเจริญ และจะมีโชคลาภทา
361,ผง,หญิงชายใดฝันว่า ได้ติดผงทาหน้า หายป่วย จะแก้เคราะห์ หมดทุกข์ ฝันว่า ผงร่วงจากฟ้าจะเป็นลางไม่ดี จะได้
362,ผลไม้,ฝันเห็นผลไม้ หรือได้รับรู้โลก หายป่วย จะได้โชคลาภจากการค้าหรือขายหน้า หรือสามารถ
367,แผ่นดินไหว,ฝันว่าแผ่นดินไหว แต่ไม่ทำความเสียหาย หายาก จะมีโชค ฐานะทางการเงินจะดีขึ้น แต่ถ้าฝันว่า แผ่นดินไหวแรง
297,บ้าน,ฝันเห็นบ้านหรือเรือนปรักหักพัง ทำนายว่า จะเสียของรักหรือมีเหตุทะเลาะวิวาทในครอบครัว ถ้าฝันว่าเดินเข้
368,ผู้ดูงาม,ฝันเห็นผู้ดูงาม เป็นลางไม่ดี จะเสียของหรือเงินทอง ถ้าเป็นชายฝัน หายาก จะหมดเศร้า และจะได้รับโชคเล็ก 
375,ฝี,ฝันว่าร่างกายเป็นฝีเป็นหนอง ได้รับความเจ็บปวดมาก แต่ถ้าฝีแตก หายาก จะหมดเคราะห์ และจะฟื้นฟูขึ้น
369,ผ่าท้อง,ฝันว่า ผ่าท้องตนเอง เห็นของดีออกมา หายาก จะได้รับโชคลาภใหญ่ หรือโชคทางการค้า ควรทำบุญให้พอเหมาะ ภายห
363,ผิวหนัง,ชายใดฝันว่าได้ผิวหน้าสวยงาม หายาก จะได้รับความรักใคร่จากเพศตรงข้าม หรือมีคู่ครองใหม่ หญิงฝันได้ผิวสว
364,ผ้าโพกหัว,หญิงชายใดฝันว่า ได้ใส่ผ้าโพกหัว หรือดูคนอื่นโพกหัว หายาก จะหมดเคราะห์ ที่เจ็บจะหาย หรือจะได้รับข่าวด
371,หอม,ถ้าฝันรับประทานของหอม หายาก จะเป็นสุข งานที่คิดไว้หรือกำลังดำเนินอยู่จะสำเร็จและให้ผลดี
374,ฝั่ง,ฝันว่า ว่ายข้ามฝั่งน้ำ ฝั่งคลอง หรือขึ้นฝั่งแก่ หายว่า การที่คิดไว้จะสมหวัง หรือจะได้รับข่าวดีในพลาง
372,ฝน,หญิงชายใดฝันว่า ได้เดินเล่นในสายฝน หรือถูกฝนผง โชคดี หายาก ที่ป่วยจะหาย ที่ทุกข์จะคลาย และจะมีโชคลาภ
365,นั่งไฟ,หญิงชายใดฝันว่า ได้นั่งไฟ หรือนั่งใกล้ไฟ โชคร้าย หายาก จะได้รับเคราะห์ หรือได้รับข่าวร้ายจากญาติมิตร
366,ผนัง,ฝันว่า เดินไปชนเข้ากับผนัง หรือก้านแพง หรือ หรือเกาะจับผนัง หายาก สิ่งที่คิดไว้หรือทำไว้จะมีผิดพลาด 
373,ฟ้าคร่ำ,ฝันว่า เห็นท้องฟ้าคร่ำ มืดมัว แต่ไม่มีฝนตกลงมา หายาก จะได้รับข่าวดี หรืองาน จากญาติมิตรทางไกล
376,ยกศพ,ฝันว่า ได้ยกศพ หายาก จะได้รับความช่วยเหลือจากคนแปลกหน้า หรือมีโอกาสดีระยะใกล้
380,พระ,หญิงชายใดฝันเห็นองค์พระหรือพระพุทธรูป รูปต่าง ๆ ความฝันนั้นเป็นมงคลแก่ตัวเอง หายาก จะได้รับโชคลาภตาม
377,แยก,หญิงชายฝันว่า ได้บินไปถนนแยก หรือเดินถึงแยก หายาก จะได้รับความช่วยเหลือ ที่เศร้าใจจะได้ดี หรือได้ลาภ
378,ยาสูบ,หญิงชายฝันว่า ได้สูบยาสูบ หรือเห็นคนสูบ หายาก จะได้รับเคราะห์จากศัตรู หรือจะมีการสูญเสียเงินทอง
379,ย่างปลา,หญิงชายฝันว่า ย่างปลา หรือกินปลาย่าง หายาก จะได้รับเคราะห์จากคนใกล้ชิด หรือในครอบครัว
381,พระจันทร์,ฝันว่า ได้เห็นพระจันทร์ส่องแสงสว่างใสเต็มดวง หายาก จะได้โชคลาภ หรือได้บุตรเป็นหญิงนำโชค
382,กระอาทิตย์,ฝันว่า ได้เห็นดวงอาทิตย์ปลั่งรัศมีส่องแสงสู่พื้นดิน แต่ไม่มังเกิดความร้อน ทายว่า จะเป็นสุขไม่มีภัยใด
383,ไผ่,หญิงชายใดฝันว่า ได้เห็นกอไผ่ใหญ่ หรือถือไผ่ในมือ หายาก จะได้พบรักแท้ หรือจะได้โชคลาภจากเพศตรงข้าม
384,ไผ่สี,ฝันว่า ปลูกไผ่ หรือได้เห็นไผ่สีเขียวใหญ่ ในป่าหรือสวน หายาก จะได้รับโชคลาภใหญ่
385,พระพุทธบาท,หญิงชายใดฝันว่า ได้ไปเท่าพระพุทธบาทหรือได้มองเห็นการพระพุทธบาทโดยไม่เคยไปเคยไปพอเอา หาย่า จะได้รับโช
387,พระบรมราช,หญิงชายใดฝันว่า ได้ไปกราบบังคมพระบรมราชา หายาก จะได้รับโชคลาภทางการงานและการเงิน
390,ฟ้าร้อง,หญิงชายใดฝันว่า ฟ้าร้องเสียงดัง หรือฟ้าแลบ หายาก จะหมดเคราะห์ หรือมีการเปลี่ยนแปลงในชีวิตให้ดีขึ้น
391,หัด,ฝันว่าตนเป็นหัดหรือมีผื่นผ้าแดงปรากฏ หรือมีแผลที่เปื่อยติดร่างกายเรา หมายว่า จะได้รับเคราะห์หลายๆ อย
392,โฮ่งเฮ้ง,ฝันเห็นเครื่องไฟฟ้าหรือไฟฟ้า หรือเห็นบุคคลถูกไฟฟ้าช็อต หมายว่า จะได้รับข่าวดีจากทางไกล หรือจะมีคนแปล
393,เหยือน,ฝันเห็นเหยือนเหยือนจากปูปลา หรือเนื้อปลาเนื้อเป็นจุกๆ ไปแล้ว หมายว่า จะได้รับข่าวดีจากต่างแดน หรือข่
396,พนมมือ,หญิงชายใดฝันว่า ได้พนมมือขึ้นสวดมนตร์ หรือพนมมือไหว้พระซึ่งมีค่าเคียงคู่ หมายว่า จะหมดเดือดร้อน ที่เ
397,พริก,หญิงชายใดฝันว่า ได้กินข้าวพริก หรือได้เขียดพริกแดง จากคืน หมายว่า จะได้รับความสุขดี หรือมีเรื่องพิเศ
399,เพลิง,หญิงชายใดฝันเห็นเพลิงหรือไฟไหม้ หายว่า จะได้ ความเดือดร้อนอย่างหนัก (ดูรายละเอียด 'ไฟ' อีกชื่อ ฟ.)
400,พวงกุหลาบ,ฝันว่าได้ดอกไม้พวงหนึ่งหรือได้หิมสีแดง เป็นมงคล หมายว่า ผู้มีฝันจะเป็นที่รักใคร่จากคนในตระกูลและใจคิ
405,กู่ราม,ฝันเห็นกันเภรูราม ได้รับต้องอนุลจ่า พายะว่า จะได้ รูปความสุขเมื่อเย็นภาคในครอบครัว คนที่เป็นสกุลรื่น
401,พระพรหม,ฝันเห็นรูปปั้นพระพรหม หรือได้กราบไหว้บูชา จะเป็นเคราะห์ดี ผู้นั้นจะได้รับความสุขพร้อมด้วยศักดิ์ศรี
402,พวงมาลัย,ฝันว่ามีพวงมาลัยดอกไม้ตูดสวยงาม มงกุฎดอกไม้ใต้ท้องฟ้า ถ้าฝันในฤดูใบไม้ผลิ ดอกไม้กำลังบาน หมายว่า ชีว
403,พราน,ฝันเห็นลูกพรานหรือกระพราน หรือได้ยินเสียง ลูกกระพรานดังคนคันต์ชนเจน ถ้าใหม่ฝันเห็นกระพรานบินสวยงินม 
404,พรรม,ฝันเห็นพรรมคุณไหญ่ ได้รับต้องและะนั้นบนหาดิน อันดีน้ันกลี ภายว่า จะได้รับการสึยเสื่องแบ่งหางกับ หรือ
407,ไฟ,หญิงชายใดฝันเห็นไฟไหม้แขน หรือ มือของตน หมายว่าจะได้รับเคราะห์อย่างหนัก อาจเกิดข้อเรียกร้องจากหัวหน้
419,ภาวนา,หญิงชายใดฝันว่า ได้ไปพบผีปีศาจหรือค้างในป่า แล้วภาวนาอ่านคาถาพระรักษา หมายว่า จะหมดเคราะห์ หรืออาการ
410,ฟ้าผ่า,หญิงชายใดฝันว่า ฟ้าผ่าลงมาเบื้องหน้า พร้อมแสงดัง ต้นไม้หักใส่บ้าน หมายว่า จะหมดเคราะห์ร้าย และจะมีโช
411,ฟูกนอน,หญิงชายใดฝันว่า ได้นอนฟูกใหม่ หมายว่า จะได้พบคนดี หรือจะมีโชคลาภจากเพศตรงข้าม
412,ฟาง,หญิงชายใดฝันว่าได้นอนบนกองฟาง หมายว่า จะได้รับโชคลาภจากญาติคนใหญ่ หรือได้เลื่อนตำแหน่งหน้าที่ในการงา
413,ฟอนรำ,หญิงชายใดฝันเห็นการฟอนรำ หมายว่าจะต้องระวังคนร้ายที่ทำงาน ถ้าฝันว่าตนฟอนรำเองจะได้รับเกียรติ จากครูอ
414,ฟันดาบ,ฝันว่าได้ฟันดาบ หรือประลองฟันดาบกับใคร ไม่ว่าแพ้หรือชนะก็จับกิดตามใจ ในฝันนั้น หมายว่า จะหมดเคราะห์ร
415,ผ้าขี้ริ้ว,ฝันถึงผ้าขี้ริ้วในอ่างล้างหรือกำลังซักฟอกเสื้อผ้า หมายว่าอีกไม่นาน ข้างหน้าจะมีหรือกำลังทำมั่นจะลิงแ
416,พื้น,ฝันว่าได้นอนบนพื้นไม้ดี ที่นุ่มเป็นพื้นเรียบ หรือพื้นเรือน หมายว่า จะมีโชคลาภ คนในบ้านจะได้รับความสุ
417,ภูเขา,หญิงชายใดฝันเห็นภูเขางามกิ่งเขียวชอุ่ม หมายว่า งานที่ดำคิดไว้จะมีผลสำเร็จ หรือมีการเปลี่ยนแปลงในดีใน
420,ภรรยา,ชายใดฝันว่า ได้แต่งงานหรือมีภรรยา หมายว่าอีกไม่นานจะได้เปลี่ยนหรือย้ายที่อยู่ จะมีลาภจากเพศหญิง
421,ภาวนะ,ฝันว่าได้รับต้องการนะที่ป็นแก้ว ทายว่าจะได้ลาภลง ๆ น้อย ๆ หรือลาภลอย ถ้าฝันว่าได้รับต้องการนะเป็นเพล
422,ภาพ,ฝันว่าเห็นตนเองเป็นเงาในกระจก หรือในน้ำ ทายว่าจะได้รับเคราะห์ หรือเจ็บป่วยเล็กๆ น้อยๆ แต่หลังพ้นเจ็บ
423,ม้า,หญิงชายใด ฝันเห็นม้าสีขาว หรือลิงสมบัติทั้งหลาย ทายว่าจะได้ลาภ และความสำเร็จในหน้าที่การงานดี อีกฝัน
425,แมลงสาบ,หญิงชายใดฝันว่า มีแมลงสาบด้วยกันหรือบูกาน ทายว่าจะได้รับเลื่อนชั้น หรือเสียค่าใช่จ่ายแก้ไขอย่างใหญ่ใ
426,มาลัย,หญิงชายใดฝันว่าได้สวมพวงมาลัย หรือพวงดอกไม้ทางที่แขนหรือที่คอ ทายว่า จะได้รับเชิญให้ร่วมงานสมรสหรือง
427,มงกุฎ,หญิงชายใดฝันเห็นมงกุฎของเจ้านาย หรือพระราชินี ทายว่า จะได้ลาภยศ และชื่อเสียง หรือฐานะสูง ภาระงานและก
424,มด,ฝันเห็นมดหรือแมลงต่างๆ เป็นกรมฟ่อนอยู่ในบ้าน ทายว่า จะได้รับโชคลาภใหญ่หลวง หรือได้ข้าราชการเจริญ
428,มรกต,(ดูคำว่า 'เพชรพลอย' อีกครั้ง พ.)
429,มไหว่,ฝันได้ยินหรือได้ฟังเพลงไว้ในพิธีไว้ในราชสำนัก หรือเต้นรำมไหว่ ทายว่า จะต้องเสียญาติหรือคนภายในบ้าน
430,มาลี,(ดูคำว่า 'มาลัย')
435,มหรสพ,ฝันว่าได้ไปเห็นงาน หรือไปชมมหรสพในงาน ก่อง มีคนพลุกพล่าน ทายว่า จะมีการไปทำบุญอุทิศ แด่หน้ากากญาติงา
436,ม่าน,หญิงชายใดฝันเห็นม่านสีแดงกลางห้อง หรือม่านบังทางประตู (หน้าต่าง) ทายว่า สิ่งที่ดิ้นต่อสู้ หรือภาระเก
440,ไม้กราด,หญิงชายใดฝันว่า ได้รับไม้กราด ทายว่า จะต้องเหนื่อยในหน้าที่การงาน แต่จะได้รับโชคอย่างมาก
432,มู่ลี่,(ดูคำว่า 'ม่าน' อีกครั้ง ม.)
433,มังดา,(ดูคำว่า 'ปลา' อีกครั้ง ป.)
437,หมวก,ฝันว่าได้รับหมวกขาวดูใหญ่หรือเป็นเจ้าของ บ้างก็ดูเก่าอาบหรือผู้ที่เอามาให้แล้ว ทายว่า จะหมดเคราะห์ แ
438,หมอน,ฝันว่าได้เข้าไปนอนในที่นอนหรือได้รับ หมอนจากคู่นามาให้หนุน ทายว่า จะได้พบเนื้อคู่ที่พึงพอใจ หรือจะได
439,เมฆหมอก,ฝันเห็นเมฆหมอกลอยเป็นกลุ่มคลื่นบนฟ้า ทายว่า จะได้รับข่าวดีจากญาติมิตรที่อยู่ไกล หรือจะได้รับโชคจากทา
441,ไม้ขีดไฟ,ฝันว่าได้ไม้ขีดไฟ หรือจุดไม้ขีดไฟได้ไฟ ทายว่า จะได้รับความสำเร็จงานหรือการค้าที่คิดไว้ ต้องเสียเงิน
460,ยักษ์,ฝันว่ายักษ์หนึ่ง หรือใหญ่มาก ทายว่า จะมีอำนาจและได้รับเกียรติยศ
451,ใยแมงมุม,ฝันเห็นใยแมงมุมจากใหญ่ แต่ไม่เทิดฟ้า แมงมุมขีดใหญ่ ทายว่า จะได้พบกับเพศตรงข้ามที่น่าเลื่อมใส
444,มูลดิน,ฝันเห็นมูลดินกองเป็นภูเขาสูง ดีเหมือนครอบครัวที่บ้านจะไม่มีอันตรายอยู่มาก ทายว่า งานที่ได้ทำมีความร่
445,มงคล,ฝันว่าผู้ใดมีมงคลด้วยสิริมงคลที่งามส์ ต้นตาแสง ทายว่า จะผ่านพ้นจะดี และจะได้รับการอุปถัมภ์จากผู้ใหญ่
446,ยม,ฝันว่าสวมยม หรือสิ่งเล็กเล็กจะได้รับค่าตอบแทน และจะพ้นจากโรคภัยที่กำปวด การที่กิดคิดจะสำเร็จด้วยการป
447,มะลิ,ฝันถึงดอกมะลิ ทายว่า ผู้ฝันจะได้รับความปรารถนา และใช้ชีวิตดี ชายโสดจะได้พบเนื้อคู่สวย หญิงโสดจะได้พบ
448,เพื่อน,(ดูคำว่า 'เพื่อน' อีกครั้ง) เมา ฝันว่า เมาเหล้าหรือเมายา ทายว่า จะได้ความดี หากการตั้งใจไว้จะเจริญได
449,เมาเมื่อม,ฝันเห็นเมาเมื่อม ทายว่า จะถูกเพื่อนหลอกลวง ได้โทษ ถ้าฝันเห็นเมาเมื่อมคู่กัน ทายว่า เรื่องร้ายต่างๆ จ
450,อักษร,หญิงชายใดฝันเห็นอักษรด้วย ชนิดจะเจอ สิ่งที่มีประการหานาม จะได้เลื่อนตำแหน่งไปยืนอยู่สถานที่ใหม่ การเ
455,ยุ้งข้าว,ฝันเห็นยุ้งข้าวเต็มไปด้วยข้าว ทายว่า จะได้รับความสุขจากการบุญทำนาน และทุกข์จะค่อยๆหาย ฐานะการเงินดีข
456,ยางรถ,ฝันเห็นยางล้อรถยนต์กลิ้งอยู่หรือกีดขวางทาง จะได้รับข่าวจากทางไกลของญาติมิตร หรือคนเองจะได้เดินทาง
457,ยานพาหนะ,ฝันว่าได้นั่งไปในยานพาหนะ ในรถไฟ ทายว่าการทำดีสร้างไว้จะเป็นผลสำเร็จ และจะมีความก้าวหน้า
452,อ้อมแอ้ม,ฝันว่าข้องแข้งตัวเอง ทายว่า วิถีการหาเลี้ยง ทำที่ข้องๆ ระบบปลี่ยนแปลงไป ที่ดีจะกลายเป็นร้าย ที่ร้ายจ
458,โต้แย้ง,ฝันว่า คนเองโต้แย้งกับคนอื่นหรือมีคนมาแย้ง ทายว่า จะได้รับข่าวจากญาติมิตรทางไกล หรือจะมีความเปลี่ยนแ
459,โยกเรือ,ฝันเห็นเรือโยกไปมา หรือตัวเองโยกเรือ ทายว่า จะได้รับการอุปถัมภ์จากผู้ใหญ่
463,ยี่หร่า,ฝันว่ายี่หร่าบ้าน หรือยี่หร่าห้องนอนของตน ฐานะของคนจะเปลี่ยนแปลงไป จะเปลี่ยนเป็นดีหรือร้าย อาจมีที่อ
465,เรือ,หญิงชายได้ฝันว่า ได้นั่งเรือไปสำเภาสมุทร การเสี่ยงโชคดี รูปหล่อสมรสมยาย
466,เรือดำ,หญิงได้ชายได้ฝันฝันว่า ได้นั่งเรือไปแล่นเรือดำ หมาย การกิดคิดที่ไว้จะสมเหตุสมผล หรือมีพวงรัง
468,ร้องไห้,หญิงชายได้ฝันว่า ตนเองร้องไห้ หมายว่า จะได้ลิงช้างจากผู้ใหญ่ หรือจะได้สลากจากผู้ใหญ่
469,รัม,หญิงชายได้ฝันว่า ได้กิงรัม หรือมีรัมให้กินมาให้ใหญ่ หมาย ผู้ใหญ่จะชายเหลือเรื่องการเงินและการงาน
474,ระฆัง,หญิงชายใดฝันว่า ได้ตีระฆัง หรือได้ยินเสียงระฆัง ทายว่า จะได้ชื่อเสียงและหน้าที่ในการงานจะก้าวหน้า
470,จิตใส,หญิงชายใดฝันว่า จิตใจตนเองใส ทายว่า จะหมดโศกเศร้า มีความสุขและเจริญรุ่งเรือง
471,ช้างขี่ม้า,ฝันเห็นช้างขี่ม้าหรือนั่งบนช้าง ทายว่า เป็นมงคลแก่ชีวิต จะได้รับเงินทองและชื่อเสียง
472,รถสพ,หญิงชายใดฝันเห็นรถบรรจุศพ หรือ แห่ศพผ่านหน้า ทายว่า จะได้รับข่าวดี หรือได้สลากจากการเสี่ยง
473,ร่วง,ฝันเห็นของร่วงลงมาจากฟ้า หญิงชายที่โสด จะได้พบเนื้อคู่ ส่วนคนที่แต่งงานแล้วจะได้บุตร หรือของมีค่าร่ว
476,รองเท้า,ฝันเห็นรองเท้า หรือใส่รองเท้าของตน จะได้มีครอบครัวที่ดี หรือกิจการ อาจมีคู่มาถูกใจ หรือมีโอกาสได้เดิ
477,รวงข้าวสุก,ฝันว่าตนเองเดินผ่านรวงข้าวสุกของเขา จะมีความสุขมาก ทายว่า การงานที่คิดไว้จะเป็นผลสำเร็จ และจะได้รับผ
478,รวงข้าว,ฝันว่าพบรวงข้าวแก่เหลืองอร่าม หรือเก็บรวงข้าว ทายว่า จะได้บุตร หรือได้ลาภเป็นจำนวนมาก
479,ระเบิด,หญิงชายใดฝันว่า ได้เห็นหรือได้ยินเสียงระเบิด แต่ไม่ได้รับอันตรายหรือไม่ได้รับบาดเจ็บจากระเบิด ทายว่า
480,จังโก้,หญิงชายใดฝันเห็นจังโก้ หรือเห็นจังโก้ขี่ม้า ทายว่า จะได้รับโชคลาภ หรือของขวัญมีค่าจากญาติมิตรทางไกล
484,ร่องน้ำ,(ดูคำว่า 'ห้วยราง' อีกด้วย)
485,รากไผ่,ฝันว่าได้ขุดดูรากไผ่ หรือกินชาดกินไผ่จาก แก่นนั้น ทำนายว่า การที่คิดได้หรือทำได้จะเป็นผลสำเร็จ การงา
481,แล้ง,ฝันเห็นแล้งแห้งในที่มีความอุดมสมบูรณ์ ทำนายว่า จะได้รับข่าวดีจากเพื่อนฝูง เพื่อนจะให้ความช่วยเหลือ เ
488,ระดู,ผู้หญิงฝันว่า ระดู หรือประจำเดือน หรือโลหิตผลัดออกมาเป็นก้อนใหญ่ ทำนายว่า จะต้องมีการเดินทางต่างถิ่น
489,รื้อ,ฝันว่าได้ปันรื้อหรือทำลายบ้าน ทำนายว่า จะหมดความดี ผิดมิตร จะทำการได้กินผลสำเร็จ
490,โรคเรื้อน,ผู้ใดฝันว่า เป็นโรคเรื้อนคันผิวหนัง มีแผลหรือเป็นแผลเสียหนองเปื่อยตามตัวในร่างกายตนเอง ทำนายว่า จะให
491,ราชา,ฝันเห็นพระราชา (ตามความเข้าใจในปัจจุบัน) หรือราชาการสำคัญเศรษฐี ทำนายว่า ข้าราชการจะได้เลื่อน ตำแหน่
492,ราชสีห์,ฝันเห็นราชสีห์ (รูปปั้น หรือมีชีวิต) เหยียบย่างหรือว่าได้กิมเจ้า ทำนายว่า ผู้นั้นจะเลื่องอำนาจ เลื่อ
482,รัศมี,ฝันเห็นรัศมีหรือแสงสว่างจากดวงดาวต่าง ๆ ทำนายว่า จะเป็นสิริมงคลและเจริญ จะมีการสมปรารถนาในสิ่งที่ปรา
483,รูปภาพ,(ดูคำว่า 'ภาพ' อีกษร ก.)
486,ราชินี,(ดูคำว่า 'ราชวงศ์' อีกด้วย)
487,ราชา (ดูคำว่า 'ราชีวงศ์' อีกบ้าง ก.),""
